Longitude,Latitude
-90.630339,15.867871
-90.67544,15.94848
-90.67623,15.94035
-90.489019,15.55561
-90.48849,15.55314
-90.75925,15.45171
-90.758946,15.451536
-91.39857,15.2187
-91.3998,15.21812
-91.4024,15.24502
-91.327868,14.933401
-90.22646,15.21574
-90.21607,15.21065
-90.21608,15.20865
-90.22074,15.20866
-90.35033,15.36805
